                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     12,                  1.601,                 2.0405,                 1.2862,                0.90543,                0.18137,                0.18737,                0.08734,                  1.639,                 2.2509,                 1.2242,             0.00058411,             0.00058411,             0.00058411
                     13,                 1.5157,                 1.8886,                 1.2281,                0.64822,                0.18582,                0.19482,                0.08455,                 1.7182,                 2.1397,                 1.2595,             0.00062657,             0.00062657,             0.00062657
                     14,                 1.5425,                  1.843,                 1.2509,                0.63379,                0.24167,                0.19488,                0.09067,                 1.7704,                 1.9822,                  1.275,             0.00066793,             0.00066793,             0.00066793
                     15,                 1.5165,                 1.8425,                 1.2091,                0.64789,                0.17586,                 0.2125,                0.10927,                 1.7306,                 2.0564,                 1.2796,             0.00070819,             0.00070819,             0.00070819
                     16,                 1.5608,                 1.7803,                  1.259,                0.65006,                0.17414,                0.21227,                0.10894,                 1.7677,                 2.1242,                 1.3043,             0.00074735,             0.00074735,             0.00074735
                     17,                 1.5231,                 1.7595,                 1.2419,                0.89996,                0.15172,                0.17589,                 0.0863,                 1.7797,                 2.1718,                 1.3503,             0.00078541,             0.00078541,             0.00078541
                     18,                 1.4559,                 1.7836,                 1.2484,                0.89813,                0.15543,                0.16937,                0.08882,                 1.7257,                  2.126,                 1.3421,             0.00082238,             0.00082238,             0.00082238
                     19,                 1.4868,                  1.739,                 1.2571,                0.88447,                0.15253,                0.16642,                0.08911,                 1.6864,                 2.2114,                 1.3118,             0.00085824,             0.00085824,             0.00085824
                     20,                 1.5326,                 1.6863,                 1.2907,                0.60797,                0.13276,                0.13015,                0.05828,                 1.7729,                 2.7854,                 1.3596,               0.000893,               0.000893,               0.000893
                     21,                 1.4998,                 1.6028,                 1.2628,                0.60469,                0.15345,                0.14695,                0.06949,                 1.7254,                 2.4066,                 1.3413,             0.00089102,             0.00089102,             0.00089102
                     22,                 1.4351,                 1.6086,                   1.23,                0.36122,                0.22615,                0.17174,                0.09231,                 1.6186,                 1.9081,                 1.2905,             0.00089102,             0.00089102,             0.00089102
                     23,                 1.4717,                 1.5622,                 1.2433,                0.36165,                0.23649,                0.18537,                0.09824,                  1.573,                 1.7855,                 1.2635,             0.00088002,             0.00088002,             0.00088002
                     24,                  1.497,                 1.6911,                   1.25,                0.42398,                0.29408,                0.19172,                0.09729,                 1.5711,                 1.8943,                 1.2332,             0.00086902,             0.00086902,             0.00086902
                     25,                 1.4727,                 1.5519,                 1.2369,                0.61185,                0.24629,                0.19354,                0.09461,                 1.6585,                 2.1361,                 1.2823,             0.00085803,             0.00085803,             0.00085803
                     26,                  1.391,                 1.5327,                  1.201,                 0.6185,                 0.2454,                 0.1962,                 0.0921,                 1.7207,                 2.1828,                 1.3358,             0.00084703,             0.00084703,             0.00084703
                     27,                 1.4117,                 1.5374,                 1.1997,                0.48437,                0.30052,                 0.1891,                0.09646,                 1.6728,                  1.928,                 1.3266,             0.00083603,             0.00083603,             0.00083603
                     28,                   1.44,                 1.5282,                 1.2204,                0.38523,                0.28504,                 0.2095,                0.11562,                 1.5406,                 1.5431,                 1.3031,             0.00082503,             0.00082503,             0.00082503
                     29,                 1.3951,                 1.5114,                 1.2171,                0.39994,                 0.3181,                0.21727,                0.12359,                 1.5444,                 1.6006,                 1.3021,             0.00081403,             0.00081403,             0.00081403
                     30,                 1.4425,                 1.5211,                 1.2406,                0.47543,                0.24615,                0.21226,                  0.119,                 1.5624,                 1.8034,                  1.288,             0.00080303,             0.00080303,             0.00080303
                     31,                 1.3806,                 1.4561,                 1.2077,                0.45497,                 0.1901,                 0.2086,                 0.1187,                 1.5527,                 1.9464,                 1.2922,             0.00079203,             0.00079203,             0.00079203
                     32,                 1.3629,                 1.4636,                 1.2104,                0.66593,                0.24713,                0.20759,                0.12557,                 1.5224,                 1.9989,                 1.3343,             0.00078103,             0.00078103,             0.00078103
                     33,                 1.3203,                 1.3961,                 1.1871,                0.53054,                0.34113,                 0.2091,                0.12806,                 1.4964,                 1.8346,                 1.3313,             0.00077003,             0.00077003,             0.00077003
                     34,                 1.3639,                 1.4214,                 1.2298,                0.51662,                0.33736,                0.23047,                0.14079,                 1.5219,                 1.8448,                 1.3441,             0.00075904,             0.00075904,             0.00075904
                     35,                 1.3513,                 1.4405,                 1.1985,                0.56198,                0.29914,                0.23443,                0.14602,                 1.5568,                 1.8358,                 1.3348,             0.00074804,             0.00074804,             0.00074804
                     36,                 1.3583,                 1.3632,                 1.1689,                0.38673,                0.17414,                0.19314,                0.10876,                 1.6574,                 1.8553,                 1.3478,             0.00073704,             0.00073704,             0.00073704
                     37,                  1.343,                 1.3659,                 1.1607,                0.47864,                0.21925,                0.18761,                0.10679,                 1.6248,                 1.7317,                 1.3072,             0.00072604,             0.00072604,             0.00072604
                     38,                 1.3006,                 1.3238,                 1.1388,                0.46617,                 0.2227,                 0.1821,                0.10198,                 1.5979,                 1.7043,                 1.2927,             0.00071504,             0.00071504,             0.00071504
                     39,                 1.3506,                 1.3646,                 1.1634,                0.50209,                 0.2296,                0.18343,                 0.1025,                 1.5897,                 1.6431,                 1.2993,             0.00070404,             0.00070404,             0.00070404
                     40,                 1.3524,                 1.3295,                 1.1792,                0.63936,                0.25891,                0.21198,                0.11666,                 1.5484,                 1.4134,                 1.3444,             0.00069304,             0.00069304,             0.00069304
                     41,                 1.3629,                 1.2946,                 1.1765,                0.91167,                0.20862,                0.22195,                0.11845,                 1.5586,                 1.3745,                 1.3687,             0.00068204,             0.00068204,             0.00068204
                     42,                 1.3357,                 1.3201,                 1.2032,                0.90643,                    0.2,                0.20524,                0.11037,                 1.5798,                 1.4109,                 1.3713,             0.00067104,             0.00067104,             0.00067104
                     43,                 1.3278,                 1.3363,                 1.1758,                0.90922,                0.18793,                0.20027,                0.10829,                 1.5763,                 1.4864,                 1.3506,             0.00066005,             0.00066005,             0.00066005
                     44,                 1.3072,                 1.2937,                 1.1616,                0.90651,                0.18448,                0.19159,                0.10496,                  1.557,                 1.5824,                 1.3207,             0.00064905,             0.00064905,             0.00064905
                     45,                 1.2672,                 1.2877,                  1.153,                0.91822,                0.17586,                  0.202,                0.11044,                 1.5461,                 1.5621,                 1.3136,             0.00063805,             0.00063805,             0.00063805
                     46,                 1.2936,                 1.2415,                 1.1531,                0.64291,                0.20246,                0.21215,                0.11897,                 1.5367,                 1.5602,                 1.2992,             0.00062705,             0.00062705,             0.00062705
                     47,                 1.2869,                 1.2427,                 1.1641,                0.64263,                0.20842,                0.20848,                0.11835,                 1.5661,                 1.5678,                 1.2983,             0.00061605,             0.00061605,             0.00061605
                     48,                   1.31,                 1.3094,                 1.1766,                0.64574,                    0.2,                0.19574,                 0.1094,                 1.6119,                 1.6218,                 1.3036,             0.00060505,             0.00060505,             0.00060505
                     49,                 1.2677,                  1.219,                 1.1257,                0.64442,                0.19828,                0.19034,                0.10487,                 1.6466,                 1.6649,                 1.3155,             0.00059405,             0.00059405,             0.00059405
                     50,                 1.2469,                 1.2366,                 1.1463,                0.63563,                0.18276,                0.18579,                0.09739,                 1.7315,                 1.7737,                 1.3506,             0.00058305,             0.00058305,             0.00058305
                     51,                  1.291,                 1.2266,                 1.1589,                0.62854,                0.16605,                0.17116,                 0.0888,                 1.7823,                 1.9139,                  1.385,             0.00057205,             0.00057205,             0.00057205
                     52,                 1.2567,                 1.2289,                 1.1405,                0.64213,                0.16379,                0.18188,                 0.0941,                  1.713,                 1.9666,                 1.3624,             0.00056105,             0.00056105,             0.00056105
                     53,                 1.2472,                 1.2269,                 1.1365,                0.38597,                0.16857,                0.18166,                0.09854,                 1.6607,                 1.7871,                 1.3548,             0.00055006,             0.00055006,             0.00055006
                     54,                 1.2686,                 1.2234,                 1.1495,                0.38753,                0.17759,                0.19011,                  0.102,                 1.6477,                 1.6957,                 1.3722,             0.00053906,             0.00053906,             0.00053906
                     55,                 1.2516,                 1.2678,                 1.1511,                0.38855,                0.18448,                0.19638,                0.10555,                 1.6498,                 1.6505,                 1.3916,             0.00052806,             0.00052806,             0.00052806
                     56,                 1.2236,                 1.1807,                 1.1561,                0.39575,                 0.1931,                0.19632,                0.11028,                 1.5611,                 1.6179,                 1.3395,             0.00051706,             0.00051706,             0.00051706
                     57,                 1.2237,                  1.273,                 1.1673,                0.39391,                0.18276,                0.19109,                0.11119,                  1.532,                 1.6317,                 1.3193,             0.00050606,             0.00050606,             0.00050606
                     58,                 1.2261,                 1.1798,                 1.1249,                0.65085,                0.18103,                0.19402,                0.10979,                 1.5415,                 1.7037,                 1.3123,             0.00049506,             0.00049506,             0.00049506
                     59,                 1.2303,                  1.216,                 1.1389,                0.89907,                0.16806,                0.19574,                0.10924,                 1.5703,                 1.8009,                 1.3228,             0.00048406,             0.00048406,             0.00048406
                     60,                 1.2486,                 1.2569,                 1.1333,                0.88634,                0.18276,                0.19212,                0.10506,                 1.6023,                 1.7065,                 1.3497,             0.00047306,             0.00047306,             0.00047306
                     61,                 1.1821,                 1.1428,                 1.0826,                0.87584,                0.18793,                0.19475,                0.10849,                 1.5927,                 1.6014,                 1.3542,             0.00046206,             0.00046206,             0.00046206
                     62,                 1.2022,                 1.1605,                 1.0918,                0.67334,                0.22058,                0.21383,                0.11956,                 1.5898,                 1.5279,                 1.3619,             0.00045107,             0.00045107,             0.00045107
                     63,                 1.1913,                 1.1664,                 1.1295,                0.62034,                0.20862,                0.21321,                0.12027,                 1.5823,                 1.4711,                 1.3715,             0.00044007,             0.00044007,             0.00044007
                     64,                 1.2198,                 1.1595,                 1.0987,                0.65578,                0.24856,                0.20705,                0.11253,                 1.6366,                 1.4767,                  1.424,             0.00042907,             0.00042907,             0.00042907
                     65,                 1.1823,                 1.1118,                 1.0965,                0.64994,                0.23822,                0.21078,                 0.1151,                  1.662,                 1.5665,                 1.4416,             0.00041807,             0.00041807,             0.00041807
                     66,                 1.2074,                 1.0987,                 1.1052,                0.64364,                0.23895,                0.20564,                0.11258,                 1.6451,                 1.5717,                  1.424,             0.00040707,             0.00040707,             0.00040707
                     67,                  1.149,                 1.0807,                 1.0837,                0.41686,                0.23994,                 0.2101,                0.11732,                 1.6038,                 1.5216,                 1.3876,             0.00039607,             0.00039607,             0.00039607
                     68,                 1.1644,                  1.108,                 1.0941,                0.48085,                0.24302,                0.21279,                0.12558,                 1.5688,                 1.4925,                  1.338,             0.00038507,             0.00038507,             0.00038507
                     69,                 1.1985,                 1.1969,                 1.1261,                0.47884,                0.24339,                0.21213,                0.12517,                 1.5693,                 1.4704,                  1.331,             0.00037407,             0.00037407,             0.00037407
                     70,                 1.1507,                  1.135,                 1.1128,                0.48272,                0.23994,                0.21224,                0.12686,                 1.5529,                 1.4545,                 1.3098,             0.00036307,             0.00036307,             0.00036307
                     71,                 1.1588,                 1.0922,                 1.0927,                0.47893,                0.23822,                0.21425,                0.12479,                 1.5406,                  1.449,                 1.2997,             0.00035208,             0.00035208,             0.00035208
                     72,                 1.1783,                 1.1056,                  1.102,                0.48171,                0.23822,                0.23707,                0.14172,                 1.5407,                 1.5016,                 1.2887,             0.00034108,             0.00034108,             0.00034108
                     73,                 1.1799,                 1.1062,                 1.1375,                0.50358,                0.22778,                0.24075,                0.14452,                 1.5383,                 1.6024,                 1.2836,             0.00033008,             0.00033008,             0.00033008
                     74,                 1.1294,                 1.0439,                 1.0978,                0.52131,                0.21753,                0.23697,                0.14412,                 1.5404,                 1.7442,                 1.2901,             0.00031908,             0.00031908,             0.00031908
                     75,                 1.1713,                 1.0726,                 1.1076,                0.54748,                0.20201,                0.23491,                0.14337,                 1.5495,                 1.8454,                 1.3031,             0.00030808,             0.00030808,             0.00030808
                     76,                   1.16,                 1.0909,                 1.1078,                0.64282,                0.18663,                0.23764,                0.14577,                 1.5511,                  1.985,                 1.3121,             0.00029708,             0.00029708,             0.00029708
                     77,                 1.1531,                 1.0545,                 1.0868,                 0.5157,                0.19856,                0.23786,                0.14634,                 1.5463,                 1.8777,                 1.3055,             0.00028608,             0.00028608,             0.00028608
                     78,                 1.1946,                  1.067,                 1.1254,                0.47389,                 0.2158,                 0.2431,                0.14998,                 1.5304,                 1.6793,                 1.2891,             0.00027508,             0.00027508,             0.00027508
                     79,                 1.1729,                 1.0454,                 1.1125,                0.46656,                0.23477,                0.24971,                0.15299,                 1.5223,                 1.5314,                 1.2887,             0.00026408,             0.00026408,             0.00026408
                     80,                 1.1802,                  1.082,                 1.1083,                0.45526,                0.23994,                0.24927,                0.15202,                 1.5314,                 1.4004,                 1.2973,             0.00025309,             0.00025309,             0.00025309
                     81,                 1.1712,                 1.0269,                 1.1115,                0.45775,                0.23822,                0.23103,                0.13732,                 1.5257,                 1.3606,                 1.2936,             0.00024209,             0.00024209,             0.00024209
                     82,                 1.1379,                 1.0285,                 1.0865,                0.45227,                0.23994,                0.23213,                0.13833,                 1.5248,                 1.3468,                 1.2937,             0.00023109,             0.00023109,             0.00023109
                     83,                 1.1328,                 1.0562,                  1.101,                0.44848,                0.24684,                0.23216,                0.13806,                 1.5235,                 1.3312,                 1.2973,             0.00022009,             0.00022009,             0.00022009
                     84,                 1.1265,                0.99523,                 1.0741,                0.41867,                0.25284,                0.23504,                0.14203,                  1.541,                  1.288,                 1.3202,             0.00020909,             0.00020909,             0.00020909
                     85,                  1.129,                 1.0127,                 1.0827,                0.43899,                0.29713,                0.24189,                0.14361,                 1.5492,                 1.2746,                 1.3389,             0.00019809,             0.00019809,             0.00019809
                     86,                  1.137,                 1.0713,                 1.1127,                0.43233,                0.34224,                0.24379,                0.14308,                 1.5673,                 1.2703,                 1.3565,             0.00018709,             0.00018709,             0.00018709
                     87,                  1.143,                 1.0185,                 1.0911,                0.41488,                0.34569,                 0.2466,                0.14507,                 1.5797,                 1.2639,                 1.3721,             0.00017609,             0.00017609,             0.00017609
                     88,                 1.1504,                 1.0595,                 1.0821,                0.44932,                0.34627,                0.26114,                 0.1549,                 1.5808,                 1.2685,                 1.3787,             0.00016509,             0.00016509,             0.00016509
                     89,                 1.1648,                 1.0388,                 1.0859,                0.45871,                0.34914,                 0.2587,                0.15564,                  1.557,                 1.2694,                 1.3627,              0.0001541,              0.0001541,              0.0001541
                     90,                 1.1026,                0.96247,                 1.0701,                0.45963,                0.34569,                0.26037,                0.16155,                  1.536,                 1.2643,                 1.3451,              0.0001431,              0.0001431,              0.0001431
                     91,                 1.1849,                  1.526,                 1.1197,                0.45731,                0.34397,                0.26221,                0.16361,                 1.5216,                 1.2659,                 1.3313,              0.0001321,              0.0001321,              0.0001321
                     92,                 1.1589,                 1.4455,                 1.0897,                0.44806,                0.30393,                0.28523,                0.18078,                 1.5107,                 1.2767,                 1.3152,              0.0001211,              0.0001211,              0.0001211
                     93,                 1.1129,                 1.3023,                 1.0698,                0.44477,                0.29368,                0.28618,                0.17615,                 1.5189,                 1.2934,                 1.3154,              0.0001101,              0.0001101,              0.0001101
                     94,                  1.095,                 1.2124,                 1.0857,                0.45545,                0.33494,                0.28109,                0.17089,                 1.5253,                 1.3141,                  1.318,             9.9101e-05,             9.9101e-05,             9.9101e-05
                     95,                 1.1402,                 1.1964,                 1.0778,                0.43954,                0.28161,                0.26409,                0.16071,                 1.5393,                  1.353,                 1.3245,             8.8102e-05,             8.8102e-05,             8.8102e-05
                     96,                 1.1142,                   1.12,                 1.0728,                0.40373,                0.23649,                0.22498,                0.13072,                 1.5566,                 1.4617,                 1.3351,             7.7103e-05,             7.7103e-05,             7.7103e-05
                     97,                 1.1089,                 1.0874,                 1.0734,                0.41654,                0.23477,                0.21622,                0.12441,                 1.5607,                 1.4819,                  1.338,             6.6105e-05,             6.6105e-05,             6.6105e-05
                     98,                 1.1237,                 1.1157,                 1.0789,                0.41971,                0.23649,                0.21584,                  0.124,                 1.5595,                 1.4611,                 1.3404,             5.5106e-05,             5.5106e-05,             5.5106e-05
                     99,                 1.1023,                  1.065,                 1.0944,                0.42005,                0.23822,                0.21639,                0.12497,                 1.5585,                 1.4547,                 1.3419,             4.4107e-05,             4.4107e-05,             4.4107e-05
                    100,                 1.0174,                  1.059,                 1.0417,                0.41895,                0.24167,                0.21735,                0.12479,                 1.5438,                  1.408,                 1.3358,             3.3108e-05,             3.3108e-05,             3.3108e-05
