                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     13,                  1.199,                 1.7509,                 1.2278,                0.73398,                0.19717,                0.16561,                0.10187,                 1.3264,                 1.7505,                 1.2458,              0.0005421,              0.0005421,              0.0005421
                     14,                 1.1948,                 1.7652,                 1.2382,                0.91377,                0.15478,                0.15218,                0.09298,                 1.3867,                 1.7071,                 1.2888,             0.00056927,             0.00056927,             0.00056927
                     15,                  1.208,                 1.8337,                 1.2426,                0.90439,                0.14435,                0.14739,                0.09244,                 1.4463,                 1.7248,                 1.3746,             0.00059424,             0.00059424,             0.00059424
                     16,                 1.2049,                 1.6465,                  1.244,                0.70618,                0.15548,                0.15319,                0.09546,                 1.4515,                   1.73,                 1.3482,             0.00061702,             0.00061702,             0.00061702
                     17,                   1.27,                  1.782,                 1.2773,                0.49845,                0.20065,                0.15809,                0.09838,                 1.4134,                  1.722,                  1.273,             0.00063759,             0.00063759,             0.00063759
                     18,                 1.1967,                 1.6245,                 1.2413,                 0.4975,                0.22565,                0.15687,                0.09994,                 1.3854,                 1.6557,                 1.2544,             0.00065596,             0.00065596,             0.00065596
                     19,                 1.1509,                 1.6162,                 1.1806,                0.92706,                0.14845,                0.15717,                0.09692,                 1.3834,                 1.6066,                 1.2518,             0.00067214,             0.00067214,             0.00067214
                     20,                 1.1735,                 1.6125,                 1.2077,                 0.9085,                0.16293,                0.15533,                0.09473,                 1.3458,                  1.591,                 1.2467,             0.00068611,             0.00068611,             0.00068611
                     21,                 1.1034,                 1.8337,                 1.2017,                0.91725,                0.14783,                0.15844,                0.09636,                 1.3398,                 1.5464,                 1.2425,             0.00067104,             0.00067104,             0.00067104
                     22,                 1.1461,                 1.8047,                 1.2015,                0.90336,                0.16368,                0.15776,                0.09446,                 1.3581,                 1.5617,                 1.2625,             0.00067104,             0.00067104,             0.00067104
                     23,                 1.1337,                 1.5481,                 1.1936,                0.90033,                 0.1558,                0.15826,                0.10022,                 1.3634,                 1.5523,                 1.2663,             0.00064905,             0.00064905,             0.00064905
                     24,                 1.1514,                 1.5305,                 1.1824,                0.90112,                0.15652,                0.15538,                0.08766,                 1.4977,                 1.6261,                 1.3752,             0.00062705,             0.00062705,             0.00062705
                     25,                  1.207,                  1.549,                 1.2419,                0.90433,                0.14957,                0.15317,                0.08947,                 1.4194,                 1.6568,                 1.3688,             0.00060505,             0.00060505,             0.00060505
                     26,                 1.1934,                  1.834,                 1.2364,                 0.9054,                0.14261,                0.15021,                0.09134,                 1.3658,                 1.6622,                 1.3293,             0.00058305,             0.00058305,             0.00058305
                     27,                 1.1807,                 1.6015,                 1.2077,                0.90188,                 0.1513,                0.17113,                0.11217,                 1.3678,                 1.6768,                 1.3187,             0.00056105,             0.00056105,             0.00056105
                     28,                 1.1681,                 1.5118,                  1.217,                0.91005,                0.12128,                0.15398,                0.09834,                 1.3335,                 1.7481,                 1.3152,             0.00053906,             0.00053906,             0.00053906
                     29,                 1.1131,                 1.4925,                 1.1768,                0.92008,                0.11304,                0.15941,                 0.0979,                 1.3732,                 1.7791,                 1.3518,             0.00051706,             0.00051706,             0.00051706
                     30,                 1.0676,                 1.4214,                 1.1325,                0.69283,                0.18937,                0.15311,                0.08742,                 1.4271,                 1.8233,                 1.3965,             0.00049506,             0.00049506,             0.00049506
                     31,                 1.0289,                 1.3847,                 1.1351,                 0.7086,                0.20304,                0.16371,                0.09466,                 1.4354,                 1.7877,                 1.3922,             0.00047306,             0.00047306,             0.00047306
                     32,                 1.0982,                  1.456,                 1.1607,                0.68599,                0.16397,                0.18298,                0.11283,                 1.3624,                 1.6543,                 1.2972,             0.00045107,             0.00045107,             0.00045107
                     33,                 1.1004,                 1.4314,                 1.1608,                0.69169,                 0.1687,                0.18192,                 0.1152,                 1.3368,                 1.6358,                 1.2571,             0.00042907,             0.00042907,             0.00042907
                     34,                 1.0693,                 1.4542,                 1.1379,                0.69157,                0.17739,                0.18123,                0.11482,                  1.322,                 1.6054,                 1.2484,             0.00040707,             0.00040707,             0.00040707
                     35,                 1.0578,                 1.3627,                 1.1473,                0.92804,                   0.12,                0.17432,                0.11256,                  1.316,                 1.5917,                 1.2469,             0.00038507,             0.00038507,             0.00038507
                     36,                 1.0584,                 1.4766,                 1.1561,                0.91836,                0.14783,                0.18927,                 0.1225,                 1.3452,                 1.6419,                 1.2634,             0.00036307,             0.00036307,             0.00036307
                     37,                 1.0821,                 1.3653,                 1.1443,                0.70425,                0.16348,                0.20087,                0.12749,                 1.3594,                 1.7118,                  1.267,             0.00034108,             0.00034108,             0.00034108
                     38,                 1.0612,                 1.4201,                 1.1394,                0.70697,                0.15797,                0.19295,                0.12225,                 1.3684,                 1.8326,                 1.2717,             0.00031908,             0.00031908,             0.00031908
                     39,                 1.0099,                  1.393,                 1.0918,                 0.7071,                0.14957,                0.17827,                0.11126,                 1.3576,                 1.8667,                 1.2778,             0.00029708,             0.00029708,             0.00029708
                     40,                0.98436,                 1.2711,                 1.0636,                 0.7041,                0.15652,                0.17722,                0.11195,                 1.3504,                  1.773,                 1.2843,             0.00027508,             0.00027508,             0.00027508
                     41,                 1.0871,                  1.894,                 1.1171,                0.49754,                0.16522,                0.18367,                0.11448,                 1.3431,                 1.6869,                 1.2712,             0.00025309,             0.00025309,             0.00025309
                     42,                 1.0326,                 1.7358,                 1.0859,                0.93992,                0.13367,                0.19093,                0.11486,                 1.3479,                 1.6469,                 1.2797,             0.00023109,             0.00023109,             0.00023109
                     43,                0.76855,                 25.187,                0.84029,                0.93111,                0.13739,                0.19983,                0.11496,                 1.3802,                 1.6837,                 1.2913,             0.00020909,             0.00020909,             0.00020909
                     44,                 1.0425,                  1.407,                 1.1135,                0.88329,                0.15826,                 0.2035,                0.11802,                 1.4614,                 1.8243,                 1.3694,             0.00018709,             0.00018709,             0.00018709
                     45,                 1.0522,                 1.4849,                 1.1045,                 0.8861,                0.15826,                0.20852,                0.11644,                 1.4383,                 1.8452,                 1.3588,             0.00016509,             0.00016509,             0.00016509
                     46,                 1.0127,                 1.5262,                 1.1166,                0.68898,                0.15652,                0.20655,                0.11759,                 1.4095,                 1.8339,                 1.3411,              0.0001431,              0.0001431,              0.0001431
                     47,                0.97885,                  1.461,                 1.0786,                0.69152,                0.18326,                  0.212,                0.12468,                 1.3634,                 1.8193,                 1.3127,              0.0001211,              0.0001211,              0.0001211
                     48,                0.94837,                 1.4331,                 1.0745,                0.62514,                0.20801,                0.21733,                0.12354,                 1.3421,                 1.7063,                 1.3128,             9.9101e-05,             9.9101e-05,             9.9101e-05
                     49,                0.92522,                  1.355,                 1.0566,                0.54447,                0.19717,                0.21971,                0.12225,                 1.3442,                 1.6545,                 1.3246,             7.7103e-05,             7.7103e-05,             7.7103e-05
                     50,                0.93704,                 1.2993,                 1.0461,                0.54354,                0.20106,                 0.2207,                0.12099,                 1.3467,                 1.6166,                 1.3363,             5.5106e-05,             5.5106e-05,             5.5106e-05
