                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     30,                 1.3893,                 1.2818,                 1.2031,                0.91647,                 0.2069,                0.21738,                0.10743,                  1.606,                 1.4392,                    1.4,             0.00080303,             0.00080303,             0.00080303
                     31,                 1.3534,                 1.2891,                 1.1797,                0.91458,                0.20862,                0.21887,                0.11051,                 1.6004,                 1.4438,                 1.4236,             0.00079203,             0.00079203,             0.00079203
                     32,                 1.4246,                 1.2737,                 1.2073,                0.91486,                0.21207,                0.22434,                0.11832,                 1.5354,                 1.4894,                  1.381,             0.00078103,             0.00078103,             0.00078103
                     33,                 1.4361,                 1.3195,                 1.1867,                 0.9168,                 0.2069,                0.22033,                0.11557,                 1.5358,                 1.5511,                 1.4051,             0.00077003,             0.00077003,             0.00077003
                     34,                 1.4914,                 1.2641,                 1.2832,                0.92069,                 0.1931,                0.22846,                0.12112,                 1.5487,                 1.6676,                 1.4356,             0.00075904,             0.00075904,             0.00075904
                     35,                 1.3632,                 1.2208,                   1.18,                0.65967,                0.26408,                0.23398,                0.12415,                 1.5406,                 1.5979,                   1.43,             0.00074804,             0.00074804,             0.00074804
                     36,                 1.3388,                 1.2428,                  1.189,                0.68152,                0.25891,                0.24321,                0.13118,                 1.5216,                 1.5461,                 1.4188,             0.00073704,             0.00073704,             0.00073704
                     37,                 1.3671,                 1.2726,                 1.1793,                0.49402,                0.48276,                0.26603,                0.14104,                 1.5367,                 1.4595,                 1.4164,             0.00072604,             0.00072604,             0.00072604
                     38,                 1.3794,                 1.2131,                 1.2197,                0.62286,                 0.4342,                 0.2628,                0.13671,                 1.5399,                 1.3873,                 1.3903,             0.00071504,             0.00071504,             0.00071504
                     39,                 1.3636,                  1.271,                 1.1804,                0.92543,                0.20688,                0.24181,                0.12744,                 1.5392,                 1.3658,                 1.3437,             0.00070404,             0.00070404,             0.00070404
                     40,                 1.3356,                  1.246,                 1.1765,                0.64753,                 0.3023,                0.25641,                0.14137,                   1.56,                  1.388,                 1.3223,             0.00069304,             0.00069304,             0.00069304
                     41,                 1.3305,                 1.1869,                  1.145,                0.64296,                0.30575,                0.25323,                0.14059,                 1.5624,                 1.3671,                  1.313,             0.00068204,             0.00068204,             0.00068204
                     42,                 1.2994,                 1.1688,                 1.1656,                0.64015,                0.34914,                0.29393,                0.16261,                 1.5696,                  1.351,                 1.3311,             0.00067104,             0.00067104,             0.00067104
                     43,                 1.2988,                 1.2005,                 1.1581,                0.39181,                0.39253,                0.29129,                0.15113,                 1.5474,                 1.3212,                 1.3379,             0.00066005,             0.00066005,             0.00066005
                     44,                 1.2937,                  1.156,                 1.1583,                0.65079,                0.26925,                0.23866,                0.12693,                 1.5624,                 1.3149,                 1.3527,             0.00064905,             0.00064905,             0.00064905
                     45,                 1.2996,                 1.0849,                 1.1753,                0.66521,                0.34741,                0.23792,                0.12992,                 1.5814,                 1.3269,                 1.3565,             0.00063805,             0.00063805,             0.00063805
                     46,                 1.2493,                 1.0917,                 1.1524,                0.65916,                0.34741,                0.27199,                0.16025,                 1.5466,                 1.3238,                 1.3248,             0.00062705,             0.00062705,             0.00062705
                     47,                 1.3233,                 1.1744,                 1.2179,                0.67151,                 0.3092,                0.28876,                0.17769,                 1.5421,                 1.3088,                 1.3075,             0.00061605,             0.00061605,             0.00061605
                     48,                 1.2813,                  1.119,                 1.1486,                 0.6607,                0.26753,                 0.2761,                0.16267,                 1.5653,                 1.3271,                 1.3314,             0.00060505,             0.00060505,             0.00060505
                     49,                 1.3125,                 1.1282,                 1.1869,                0.92807,                0.20487,                0.24681,                0.13227,                 1.6059,                 1.3538,                 1.3767,             0.00059405,             0.00059405,             0.00059405
                     50,                 1.3088,                 1.1674,                 1.1507,                0.92686,                0.19655,                0.22374,                0.11362,                 1.6128,                 1.3621,                 1.4023,             0.00058305,             0.00058305,             0.00058305
                     51,                 1.2557,                 1.1341,                 1.1441,                0.92148,                0.19828,                0.22932,                0.12465,                 1.5328,                  1.378,                 1.3424,             0.00057205,             0.00057205,             0.00057205
                     52,                 1.2432,                 1.0858,                 1.1357,                0.67509,                0.25374,                0.23116,                0.13313,                 1.4755,                 1.3986,                 1.2699,             0.00056105,             0.00056105,             0.00056105
                     53,                 1.2423,                 1.0984,                 1.1467,                0.44235,                0.29713,                0.23571,                0.13956,                 1.4939,                 1.4124,                 1.2526,             0.00055006,             0.00055006,             0.00055006
                     54,                  1.219,                 1.0659,                 1.1434,                0.45212,                0.29023,                 0.2638,                0.15883,                 1.5103,                 1.4298,                  1.239,             0.00053906,             0.00053906,             0.00053906
                     55,                 1.2376,                 1.1359,                 1.1141,                0.45862,                0.29368,                 0.2527,                0.15439,                 1.5127,                 1.4278,                 1.2287,             0.00052806,             0.00052806,             0.00052806
                     56,                  1.243,                    1.1,                 1.1393,                 0.4867,                0.33879,                0.25178,                0.15231,                 1.5476,                 1.4106,                 1.2498,             0.00051706,             0.00051706,             0.00051706
                     57,                 1.2344,                 1.0453,                 1.1103,                0.47548,                0.34052,                0.25194,                0.15039,                 1.5647,                 1.3994,                 1.2551,             0.00050606,             0.00050606,             0.00050606
                     58,                 1.2245,                 1.0165,                 1.1292,                0.46001,                 0.2954,                0.28038,                0.17277,                 1.5315,                 1.3977,                 1.2382,             0.00049506,             0.00049506,             0.00049506
                     59,                 1.2574,                 1.0862,                 1.1399,                0.45665,                0.29368,                 0.2988,                0.18988,                 1.5089,                 1.3834,                 1.2332,             0.00048406,             0.00048406,             0.00048406
                     60,                 1.2347,                  1.018,                 1.1275,                0.52825,                0.29195,                0.30068,                0.19731,                  1.504,                 1.3764,                 1.2393,             0.00047306,             0.00047306,             0.00047306
                     61,                  1.234,                 1.0844,                 1.1033,                0.46295,                0.29195,                0.30143,                0.19225,                 1.5343,                 1.3611,                 1.2727,             0.00046206,             0.00046206,             0.00046206
                     62,                 1.1976,                 1.0264,                 1.1253,                0.47968,                0.28851,                0.28754,                0.17082,                 1.5655,                 1.3756,                  1.296,             0.00045107,             0.00045107,             0.00045107
                     63,                 1.1762,                 1.0204,                 1.0961,                0.46593,                0.29368,                 0.2538,                0.14179,                 1.5587,                 1.3726,                 1.2967,             0.00044007,             0.00044007,             0.00044007
                     64,                 1.2446,                 1.0985,                  1.114,                0.45088,                0.29368,                 0.2409,                0.13317,                 1.5399,                 1.3677,                 1.2888,             0.00042907,             0.00042907,             0.00042907
                     65,                 1.1658,                 0.9731,                 1.0962,                0.46706,                0.29515,                0.23922,                0.13479,                 1.5151,                 1.3676,                 1.2802,             0.00041807,             0.00041807,             0.00041807
                     66,                 1.1462,                 0.9745,                 1.0978,                0.45089,                0.29713,                0.23556,                0.13354,                 1.5192,                 1.3334,                 1.2933,             0.00040707,             0.00040707,             0.00040707
                     67,                 1.2298,                0.97938,                 1.1443,                0.42244,                0.29368,                0.26754,                0.16422,                 1.5174,                 1.2943,                  1.303,             0.00039607,             0.00039607,             0.00039607
                     68,                 1.1904,                 1.0309,                 1.1168,                0.42056,                0.24511,                0.26807,                0.16573,                 1.5071,                 1.2773,                    1.3,             0.00038507,             0.00038507,             0.00038507
                     69,                  1.197,                 1.0174,                 1.1226,                 0.4406,                0.24339,                0.26884,                0.16676,                 1.5112,                 1.2778,                 1.2944,             0.00037407,             0.00037407,             0.00037407
                     70,                 1.1564,                0.97085,                 1.1108,                0.46921,                0.24511,                 0.2741,                 0.1702,                  1.509,                 1.2731,                 1.2873,             0.00036307,             0.00036307,             0.00036307
                     71,                 1.1299,                0.98384,                 1.0823,                0.44733,                0.24511,                  0.276,                0.17086,                 1.4977,                  1.273,                 1.2736,             0.00035208,             0.00035208,             0.00035208
                     72,                 1.1916,                 1.0301,                 1.0989,                0.43481,                0.24339,                0.27382,                0.16999,                 1.4937,                 1.2817,                   1.27,             0.00034108,             0.00034108,             0.00034108
                     73,                 1.1041,                0.99227,                 1.0883,                0.44364,                0.29787,                0.25803,                0.15279,                 1.4874,                 1.2801,                 1.2633,             0.00033008,             0.00033008,             0.00033008
                     74,                 1.1947,                0.97552,                 1.0824,                0.45839,                0.33534,                0.25616,                 0.1502,                 1.4796,                 1.2902,                 1.2555,             0.00031908,             0.00031908,             0.00031908
                     75,                 1.1398,                0.94498,                 1.1206,                0.45201,                0.29023,                0.26082,                0.15128,                 1.4897,                 1.2848,                 1.2603,             0.00030808,             0.00030808,             0.00030808
                     76,                 1.1227,                0.91823,                  1.068,                0.45524,                0.28333,                0.27677,                0.15947,                 1.4972,                 1.2808,                 1.2646,             0.00029708,             0.00029708,             0.00029708
                     77,                 1.1127,                0.93079,                 1.0839,                0.47305,                0.28258,                0.27614,                0.15878,                  1.509,                 1.2581,                 1.2735,             0.00028608,             0.00028608,             0.00028608
                     78,                 1.1186,                0.94257,                 1.0829,                 0.4793,                0.28076,                0.27424,                0.15905,                 1.5249,                 1.2479,                 1.2842,             0.00027508,             0.00027508,             0.00027508
                     79,                 1.1485,                0.92399,                 1.0775,                0.48822,                0.28412,                0.27299,                0.15861,                 1.5287,                 1.2416,                 1.2909,             0.00026408,             0.00026408,             0.00026408
                     80,                 1.1397,                0.97448,                 1.1347,                0.74853,                0.28637,                0.27143,                0.15618,                 1.5352,                 1.2352,                 1.3053,             0.00025309,             0.00025309,             0.00025309
                     81,                 1.0857,                0.93457,                 1.0639,                0.74508,                0.29195,                0.26997,                0.15582,                 1.5421,                  1.227,                 1.3126,             0.00024209,             0.00024209,             0.00024209
                     82,                 1.1048,                0.96376,                 1.0857,                0.74992,                0.29885,                0.26907,                0.15438,                 1.5599,                  1.222,                 1.3287,             0.00023109,             0.00023109,             0.00023109
                     83,                 1.0788,                0.91085,                 1.0626,                0.75414,                0.29368,                0.26389,                0.15098,                 1.5747,                 1.2205,                 1.3399,             0.00022009,             0.00022009,             0.00022009
                     84,                  1.126,                0.94047,                 1.0811,                0.75416,                0.29195,                0.26064,                0.14684,                 1.6002,                 1.2163,                 1.3552,             0.00020909,             0.00020909,             0.00020909
                     85,                 1.1415,                0.91083,                 1.0806,                 0.7514,                 0.2886,                0.25773,                0.14627,                 1.6114,                 1.2113,                 1.3615,             0.00019809,             0.00019809,             0.00019809
                     86,                 1.1273,                0.93342,                 1.0504,                0.74963,                0.29023,                0.25414,                0.14145,                 1.6147,                   1.21,                 1.3631,             0.00018709,             0.00018709,             0.00018709
                     87,                 1.1311,                0.94962,                 1.1038,                0.73814,                0.28607,                0.25151,                0.13867,                 1.6212,                 1.2002,                 1.3728,             0.00017609,             0.00017609,             0.00017609
                     88,                 1.1444,                0.88939,                 1.0932,                0.72671,                0.29713,                0.24767,                0.13794,                 1.6059,                 1.1908,                 1.3626,             0.00016509,             0.00016509,             0.00016509
                     89,                 1.1382,                0.87768,                 1.0684,                0.72883,                0.29885,                0.26045,                0.14654,                 1.5939,                 1.1887,                 1.3501,              0.0001541,              0.0001541,              0.0001541
                     90,                 1.0899,                0.94691,                  1.035,                0.73286,                0.29713,                0.28042,                0.16351,                  1.593,                 1.1861,                  1.345,              0.0001431,              0.0001431,              0.0001431
                     91,                 1.1841,                 1.4713,                 1.0866,                 0.7361,                0.29023,                0.25898,                 0.1449,                 1.5944,                 1.1814,                 1.3495,              0.0001321,              0.0001321,              0.0001321
                     92,                 1.2939,                 1.5453,                 1.2167,                0.74312,                0.29023,                0.25913,                  0.144,                 1.5974,                 1.1808,                 1.3592,              0.0001211,              0.0001211,              0.0001211
                     93,                   1.19,                 1.3143,                 1.1419,                0.74166,                0.28946,                0.25833,                0.14569,                 1.5849,                 1.1756,                 1.3525,              0.0001101,              0.0001101,              0.0001101
                     94,                 1.1165,                 1.2016,                 1.0815,                0.73745,                0.29195,                0.26172,                0.14607,                 1.5699,                 1.1738,                 1.3412,             9.9101e-05,             9.9101e-05,             9.9101e-05
                     95,                 1.1104,                 1.1235,                 1.0753,                0.73445,                0.29476,                  0.263,                0.14911,                 1.5572,                 1.1723,                   1.33,             8.8102e-05,             8.8102e-05,             8.8102e-05
                     96,                 1.1461,                 1.1028,                 1.0564,                0.72584,                0.28851,                0.26151,                0.14737,                 1.5407,                 1.1878,                 1.3147,             7.7103e-05,             7.7103e-05,             7.7103e-05
                     97,                   1.09,                 1.0964,                  1.093,                0.72443,                0.28851,                0.28084,                0.16291,                 1.5395,                 1.1993,                 1.3177,             6.6105e-05,             6.6105e-05,             6.6105e-05
                     98,                 1.0837,                 1.0342,                 1.0775,                0.72138,                0.28851,                0.28092,                 0.1624,                 1.5376,                 1.2055,                 1.3195,             5.5106e-05,             5.5106e-05,             5.5106e-05
                     99,                  1.134,                  1.028,                 1.0473,                0.79373,                0.27946,                0.26785,                0.15233,                 1.5235,                 1.2063,                  1.312,             4.4107e-05,             4.4107e-05,             4.4107e-05
                    100,                 1.0916,                 0.9654,                 1.0706,                 0.7171,                0.28726,                0.26372,                0.15197,                 1.5224,                 1.2065,                  1.315,             3.3108e-05,             3.3108e-05,             3.3108e-05
