                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     26,                 1.3861,                 1.4207,                 1.3982,                0.39566,                0.29368,                0.22836,                0.13119,                 1.4976,                 1.5154,                 1.4118,             0.00084703,             0.00084703,             0.00084703
                     27,                 1.3535,                 1.3433,                 1.3668,                0.39967,                0.24684,                0.23382,                0.13307,                 1.5101,                 1.5605,                 1.4189,             0.00083603,             0.00083603,             0.00083603
                     28,                 1.3347,                 1.3863,                 1.3497,                0.40227,                0.33038,                0.23634,                0.13226,                 1.4757,                 1.5532,                 1.4092,             0.00082503,             0.00082503,             0.00082503
                     29,                 1.3346,                 1.3044,                 1.3331,                0.93591,                0.17507,                0.23546,                0.13506,                 1.4221,                 1.4622,                 1.3608,             0.00081403,             0.00081403,             0.00081403
                     30,                 1.3013,                 1.3254,                 1.3158,                0.93591,                0.17507,                0.23546,                0.13506,                 1.4221,                 1.4622,                 1.3608,             0.00080303,             0.00080303,             0.00080303
                     31,                 1.2819,                 1.3157,                 1.3084,                0.92512,                0.18966,                0.22544,                0.12903,                 1.4438,                 1.4617,                 1.3705,             0.00079203,             0.00079203,             0.00079203
                     32,                 1.3447,                 1.3319,                 1.3534,                0.92637,                0.19828,                 0.2264,                0.13012,                 1.4178,                  1.465,                 1.3578,             0.00078103,             0.00078103,             0.00078103
                     33,                 1.2992,                 1.3166,                 1.3107,                0.92609,                 0.1931,                0.22471,                 0.1272,                 1.4613,                 1.5121,                 1.3797,             0.00077003,             0.00077003,             0.00077003
                     34,                  1.348,                  1.355,                 1.3535,                0.93509,                0.19172,                0.22965,                0.13168,                  1.438,                 1.4704,                 1.3592,             0.00075904,             0.00075904,             0.00075904
                     35,                 1.2609,                 1.2721,                 1.3171,                0.94491,                 0.1769,                0.22751,                0.13333,                 1.4625,                 1.4685,                 1.3888,             0.00074804,             0.00074804,             0.00074804
                     36,                 1.2503,                 1.3288,                 1.2976,                 0.9316,                0.19682,                0.23029,                0.13396,                 1.4339,                 1.4571,                 1.3892,             0.00073704,             0.00073704,             0.00073704
                     37,                 1.2543,                 1.3162,                 1.3245,                0.92319,                0.18661,                0.24028,                0.13776,                   1.44,                 1.4288,                 1.3915,             0.00072604,             0.00072604,             0.00072604
                     38,                 1.2616,                 1.3192,                 1.3356,                0.92319,                0.18661,                0.24028,                0.13776,                   1.44,                 1.4288,                 1.3915,             0.00071504,             0.00071504,             0.00071504
                     39,                 1.3023,                 1.3365,                 1.3328,                 0.9279,                0.18793,                0.25262,                0.13535,                 1.5357,                 1.4956,                 1.4393,             0.00070404,             0.00070404,             0.00070404
                     40,                 1.2673,                 1.2807,                 1.3169,                0.89019,                0.21379,                0.25867,                0.14655,                 1.4953,                 1.4679,                 1.4076,             0.00069304,             0.00069304,             0.00069304
                     41,                 1.2461,                 1.2551,                  1.293,                0.68208,                0.24684,                 0.2427,                0.14466,                 1.4446,                 1.5207,                 1.3575,             0.00068204,             0.00068204,             0.00068204
                     42,                 1.2252,                 1.2667,                 1.2818,                0.69232,                 0.2343,                0.23341,                0.13569,                 1.5448,                 1.6712,                 1.4307,             0.00067104,             0.00067104,             0.00067104
                     43,                 1.2566,                 1.2942,                 1.2806,                0.69059,                0.23097,                0.23531,                0.13072,                 1.5973,                 1.6708,                 1.4602,             0.00066005,             0.00066005,             0.00066005
                     44,                 1.2592,                  1.288,                 1.2895,                0.65259,                0.20172,                0.23423,                0.14022,                 1.5161,                 1.5215,                 1.4151,             0.00064905,             0.00064905,             0.00064905
                     45,                 1.2311,                 1.2099,                 1.2889,                0.92886,                0.19072,                0.23379,                0.13732,                 1.4399,                 1.4315,                 1.3803,             0.00063805,             0.00063805,             0.00063805
                     46,                 1.1788,                 1.1551,                   1.26,                0.92886,                0.19072,                0.23379,                0.13732,                 1.4399,                 1.4315,                 1.3803,             0.00062705,             0.00062705,             0.00062705
                     47,                 1.2929,                 1.2675,                 1.3364,                0.93016,                0.19125,                0.22743,                0.11967,                 1.5453,                 1.4301,                 1.4486,             0.00061605,             0.00061605,             0.00061605
                     48,                  1.294,                 1.2049,                 1.3059,                0.93648,                0.16703,                0.23048,                0.11435,                 1.6421,                 1.4518,                  1.527,             0.00060505,             0.00060505,             0.00060505
                     49,                  1.298,                  1.208,                 1.3128,                0.92818,                0.17538,                0.22747,                0.12118,                 1.5992,                  1.451,                 1.4808,             0.00059405,             0.00059405,             0.00059405
                     50,                 1.2423,                 1.2397,                 1.2718,                0.92156,                0.19231,                0.23362,                0.13265,                 1.5586,                  1.473,                  1.417,             0.00058305,             0.00058305,             0.00058305
                     51,                 1.2086,                 1.2247,                 1.2604,                0.92261,                0.18844,                0.23283,                0.13551,                 1.5271,                 1.5218,                 1.3762,             0.00057205,             0.00057205,             0.00057205
                     52,                 1.2174,                 1.1894,                 1.2464,                0.92277,                0.19138,                0.23635,                0.13474,                 1.5113,                 1.5598,                   1.37,             0.00056105,             0.00056105,             0.00056105
                     53,                 1.2062,                 1.2221,                 1.2482,                0.92722,                0.18276,                 0.2306,                0.13333,                 1.4892,                 1.5446,                 1.3662,             0.00055006,             0.00055006,             0.00055006
                     54,                 1.1931,                 1.1742,                 1.2483,                0.92722,                0.18276,                 0.2306,                0.13333,                 1.4892,                 1.5446,                 1.3662,             0.00053906,             0.00053906,             0.00053906
                     55,                 1.1727,                 1.1727,                 1.2344,                 0.9373,                0.16996,                0.22704,                0.12601,                  1.522,                 1.5014,                 1.3883,             0.00052806,             0.00052806,             0.00052806
                     56,                 1.1914,                 1.1736,                 1.2504,                0.92749,                0.17303,                0.22505,                0.11307,                  1.575,                  1.482,                 1.4306,             0.00051706,             0.00051706,             0.00051706
                     57,                 1.1926,                 1.1604,                  1.252,                 0.9165,                0.17759,                0.23104,                0.11239,                 1.5982,                 1.4446,                 1.4561,             0.00050606,             0.00050606,             0.00050606
                     58,                 1.2167,                 1.1354,                 1.2664,                0.92167,                0.19655,                0.22478,                0.11857,                 1.5165,                 1.4047,                 1.4051,             0.00049506,             0.00049506,             0.00049506
                     59,                 1.2342,                 1.1956,                 1.2864,                0.92724,                0.19739,                0.22889,                0.13203,                 1.4515,                 1.4029,                 1.3698,             0.00048406,             0.00048406,             0.00048406
                     60,                 1.1737,                 1.1496,                 1.2437,                0.92397,                0.19724,                0.22911,                 0.1312,                 1.4741,                 1.5052,                 1.3866,             0.00047306,             0.00047306,             0.00047306
